,지하철명,4시~5시,5시~6시,6시~7시,7시~8시,8시~9시,9시~10시,10시~11시,11시~12시,12시~13시,13시~14시,14시~15시,15시~16시,16시~17시,17시~18시,18시~19시,19시~20시,20시~21시,21시~22시,22시~23시,23시~24시,24시~1시,1시~2시,2시~3시,3시~4시,X좌표,Y좌표,주소
152,거여,1.0,7482.0,20629.0,58709.0,60195.0,33007.0,23016.0,21111.0,22570.0,25073.0,22361.0,25995.0,36015.0,40062.0,54317.0,41547.0,23058.0,19378.0,18610.0,9463.0,3050.0,0.0,0.0,0.0,127.14415,37.493105,"거여역 7번출구, 오금로, 거여1동, 송파구, 서울, 05772, 대한민국"
153,마천,36.0,7650.0,17136.0,47543.0,45627.0,24343.0,17741.0,15528.0,17395.0,17445.0,15599.0,19746.0,24633.0,27837.0,37729.0,29203.0,16103.0,15191.0,12893.0,7800.0,2889.0,0.0,0.0,0.0,127.152781,37.49499,"마천, 마천로57길, 마천1동, 송파구, 서울, 05764, 대한민국"
154,강일,0.0,3589.0,11035.0,28156.0,29599.0,16848.0,12740.0,11284.0,12592.0,11880.0,11130.0,13676.0,16583.0,20604.0,24931.0,19935.0,11109.0,10267.0,8670.0,5300.0,1754.0,0.0,0.0,0.0,127.17593,37.55749,"강일, 산22-14, 고덕로, 상일2동, 강동구, 서울, 05216, 대한민국"
155,미사,15.0,8249.0,30980.0,82912.0,88140.0,54899.0,40070.0,36954.0,42014.0,40522.0,41816.0,44857.0,54332.0,71163.0,93937.0,81202.0,48506.0,41411.0,37404.0,21369.0,7097.0,0.0,0.0,0.0,127.193877,37.560927,"오페라약국, 70, 미사강변동로, 미사1동, 하남시, 경기도, 12912, 대한민국"
156,하남풍산,5.0,1992.0,7349.0,16971.0,26545.0,16489.0,10812.0,10079.0,10306.0,11580.0,11159.0,12330.0,15884.0,18648.0,24573.0,15287.0,9340.0,8524.0,7089.0,3577.0,1502.0,0.0,0.0,0.0,127.203864,37.552034,"수리골, 덕풍3동, 하남시, 경기도, 12927, 대한민국"
157,하남시청,8.0,5177.0,14729.0,32819.0,37473.0,23396.0,20253.0,19524.0,20481.0,21795.0,20054.0,24282.0,28713.0,28651.0,36923.0,28644.0,17094.0,15791.0,13221.0,7120.0,3334.0,0.0,0.0,0.0,127.20612,37.54205,"하남시청역 6번출구, 하남대로, 수리골, 덕풍3동, 하남시, 경기도, 12966, 대한민국"
158,하남검단산,20.0,3834.0,11862.0,28276.0,30393.0,21690.0,18031.0,15822.0,18956.0,18154.0,18088.0,22118.0,23202.0,26421.0,28534.0,22319.0,15815.0,13491.0,11320.0,6095.0,2701.0,0.0,0.0,0.0,127.22345,37.53972,"하남검단산, 100, 대청로, 신장2동, 하남시, 경기도, 12944, 대한민국"
159,응암,18.0,12916.0,33242.0,84299.0,113610.0,61978.0,42017.0,39628.0,43395.0,42644.0,41585.0,47158.0,55177.0,70609.0,101372.0,75725.0,47634.0,38816.0,34688.0,21199.0,6170.0,0.0,0.0,0.0,126.915577,37.598605,"응암역 1번출구, 증산로, 신사1동, 은평구, 서울, 03449, 대한민국"
160,역촌,2.0,2458.0,7994.0,19643.0,26462.0,13222.0,9604.0,9103.0,10940.0,10633.0,10019.0,11013.0,13355.0,16341.0,23474.0,17796.0,9711.0,9435.0,7929.0,4876.0,1420.0,0.0,0.0,0.0,126.922744,37.606021,"역촌, 진흥로, 역촌동, 은평구, 서울, 03461, 대한민국"
161,독바위,4.0,2553.0,6090.0,15983.0,16526.0,9886.0,7897.0,6535.0,7177.0,6697.0,6781.0,7444.0,9291.0,10221.0,15158.0,12132.0,7139.0,5802.0,5354.0,3481.0,1326.0,0.0,0.0,0.0,126.933031,37.618456,"불광1동, 은평구, 서울, 03366, 대한민국"
162,구산,6.0,5700.0,14234.0,38185.0,48319.0,25520.0,17957.0,17530.0,18761.0,18152.0,17183.0,20308.0,24959.0,25473.0,31825.0,26118.0,14543.0,13244.0,11252.0,6013.0,1806.0,0.0,0.0,0.0,126.91727,37.611377,"구산역 1번출구, 연서로, 대조동, 은평구, 서울, 03388, 대한민국"
163,새절,31.0,12054.0,24930.0,63081.0,81525.0,47496.0,30506.0,28649.0,31025.0,32762.0,29103.0,34548.0,42831.0,50614.0,65707.0,50105.0,29880.0,26169.0,22894.0,13974.0,4916.0,10.0,0.0,0.0,126.913629,37.591148,"새절, 증산로, 신사2동, 은평구, 서울, 03442, 대한민국"
164,증산,36.0,8538.0,19549.0,46788.0,62643.0,37549.0,25547.0,23372.0,24746.0,25400.0,24554.0,27610.0,33766.0,40288.0,57648.0,41431.0,25252.0,23776.0,20052.0,11486.0,3658.0,0.0,0.0,0.0,126.909645,37.583876,"증산역증산동사무소, 증산로, 증산동, 은평구, 서울, 03497, 대한민국"
165,디지털미디어시티,326.0,15151.0,46536.0,146488.0,266109.0,129985.0,63293.0,54887.0,57220.0,60619.0,57651.0,64515.0,85582.0,148205.0,237720.0,122028.0,69766.0,60305.0,50371.0,27564.0,8017.0,9.0,0.0,0.0,126.898609,37.576958,"디지털미디어시티역 7번출구, 성암로, 21통, 상암동, 마포구, 서울, 03927, 대한민국"
166,월드컵경기장,1.0,2360.0,14289.0,16194.0,20170.0,16697.0,19472.0,20153.0,21522.0,24351.0,27042.0,27894.0,28372.0,25431.0,24434.0,14783.0,9919.0,7891.0,6316.0,2599.0,707.0,0.0,0.0,0.0,126.899298,37.569532,"월드컵경기장역 2번출구, 성미다리, 성산2동, 마포구, 서울, 03936, 대한민국"
167,마포구청,15.0,9006.0,21615.0,57350.0,96988.0,54885.0,35145.0,32798.0,35863.0,35690.0,34313.0,38092.0,43762.0,56835.0,81774.0,49792.0,33511.0,29367.0,25924.0,14678.0,3880.0,0.0,0.0,0.0,126.903343,37.563515,"마포구청, 홍제천 자전거길, 성산2동, 마포구, 서울, 03712, 대한민국"
168,망원,18.0,6252.0,15227.0,36778.0,73183.0,54857.0,39158.0,41499.0,47074.0,49705.0,49037.0,53994.0,58107.0,69038.0,90135.0,59558.0,39086.0,36124.0,29658.0,16425.0,3534.0,0.0,0.0,0.0,126.910052,37.556094,"망원, 월드컵로, 서교동, 마포구, 서울, 04012, 대한민국"
169,상수,45.0,4710.0,9307.0,16926.0,41751.0,45203.0,29550.0,26978.0,31768.0,35676.0,32823.0,33292.0,41608.0,54097.0,65901.0,43630.0,32443.0,33579.0,30375.0,21242.0,5463.0,0.0,0.0,0.0,126.922852,37.547716,"상수, 독막로, 24통, 서강동, 마포구, 서울, 04074, 대한민국"
170,광흥창,7.0,4190.0,12814.0,36322.0,64650.0,37735.0,23904.0,21979.0,22757.0,22694.0,22122.0,25190.0,27775.0,38620.0,55979.0,31261.0,19670.0,17650.0,14970.0,7763.0,2173.0,3.0,0.0,0.0,126.931993,37.547456,"광흥창, 독막로, 13통, 서강동, 마포구, 서울, 04088, 대한민국"
171,대흥,15.0,3549.0,9528.0,31087.0,59912.0,34404.0,31000.0,24761.0,27732.0,32506.0,26629.0,29657.0,36933.0,45072.0,52492.0,29967.0,21065.0,21109.0,19697.0,9761.0,2571.0,0.0,0.0,0.0,126.942069,37.547771,"대흥역 3번출구, 백범로, 2통, 대흥동, 마포구, 서울, 04136, 대한민국"
172,효창공원앞,22.0,4120.0,13262.0,36131.0,82022.0,48678.0,29723.0,25472.0,27121.0,28189.0,26241.0,28435.0,36390.0,45176.0,69155.0,36356.0,23286.0,22101.0,17867.0,10576.0,3003.0,3.0,0.0,0.0,126.961384,37.539233,"효창공원역, 효창원로, 용문동, 용산구, 서울, 04363, 대한민국"
173,녹사평,11.0,1562.0,5601.0,14500.0,26602.0,16121.0,12318.0,11960.0,12651.0,14857.0,14519.0,16425.0,20367.0,24374.0,30583.0,19465.0,14292.0,13159.0,10660.0,6134.0,1568.0,0.0,0.0,0.0,126.986695,37.534675,"녹사평역 3번출구, 이태원로, 용산2가동, 용산구, 서울, 04343, 대한민국"
174,이태원,12.0,4037.0,12043.0,20969.0,41954.0,35811.0,27425.0,26157.0,29600.0,32167.0,35053.0,38735.0,45541.0,51859.0,59079.0,43232.0,30489.0,27568.0,21573.0,13312.0,4011.0,0.0,0.0,0.0,126.994302,37.534488,"이태원, 이태원로, 이태원역, 이태원1동, 용산구, 서울, 04391, 대한민국"
175,한강진,2.0,1379.0,9912.0,24794.0,48627.0,35342.0,22326.0,21239.0,21120.0,26557.0,25744.0,30725.0,37758.0,54486.0,61579.0,35040.0,24841.0,23332.0,23575.0,6370.0,1685.0,137.0,0.0,0.0,127.001725,37.539631,"한강진, 이태원로, 한남동, 용산구, 서울, 04417, 대한민국"
176,버티고개,1.0,1203.0,2759.0,7858.0,13666.0,8613.0,6132.0,5456.0,6062.0,6008.0,6010.0,6897.0,7679.0,10011.0,12789.0,8204.0,5385.0,4956.0,4333.0,2322.0,646.0,42.0,0.0,0.0,127.007055,37.548013,"GS25, 다산로, 다산동, 중구, 서울, 04597, 대한민국"
177,창신,5.0,2856.0,7433.0,20839.0,25204.0,13918.0,9163.0,7898.0,8860.0,8591.0,8147.0,9361.0,10611.0,13116.0,15190.0,10858.0,7742.0,6533.0,5683.0,3326.0,969.0,0.0,0.0,0.0,127.015241,37.579661,"창신, 지봉로, 숭인1동, 종로구, 서울, 03108, 대한민국"
178,보문,39.0,5178.0,13772.0,36999.0,67302.0,35843.0,23342.0,22064.0,23750.0,24484.0,22471.0,25197.0,30493.0,37308.0,50760.0,31866.0,21597.0,20290.0,18920.0,11760.0,3673.0,2.0,0.0,0.0,127.019381,37.585286,"L12, 보문로, 보문동, 성북구, 서울, 02858, 대한민국"
179,안암,13.0,3303.0,11720.0,27652.0,67728.0,48922.0,58746.0,43877.0,39234.0,49689.0,38496.0,51445.0,59600.0,68666.0,69768.0,40801.0,31842.0,32847.0,30729.0,20031.0,6667.0,121.0,0.0,0.0,127.029005,37.586272,"미래약국, 85, 고려대로, 안암동, 성북구, 서울, 02841, 대한민국"
180,고려대,28.0,4314.0,11901.0,34322.0,63438.0,32388.0,27098.0,23160.0,22988.0,28666.0,22200.0,27829.0,35682.0,41049.0,53111.0,31129.0,20956.0,23335.0,18998.0,11020.0,3167.0,58.0,0.0,0.0,127.036296,37.590508,"고려대, 종암로, 제기동, 동대문구, 서울, 02800, 대한민국"
181,월곡,29.0,7451.0,17543.0,48793.0,78260.0,46558.0,35726.0,32288.0,31064.0,34246.0,34171.0,35287.0,46348.0,51611.0,72164.0,47090.0,29155.0,27134.0,21172.0,12668.0,3985.0,1.0,0.0,0.0,127.041518,37.601948,"월곡, 월곡로, 월곡2동, 성북구, 서울, 02799, 대한민국"
182,상월곡,6.0,5785.0,10846.0,28770.0,45033.0,25237.0,21285.0,18078.0,16446.0,17765.0,17531.0,16874.0,22080.0,25659.0,31073.0,23835.0,13846.0,14563.0,11381.0,7300.0,2302.0,3.0,0.0,0.0,127.048491,37.606377,"상월곡, 화랑로, 월곡2동, 성북구, 서울, 02753, 대한민국"
183,돌곶이,12.0,7204.0,17326.0,46904.0,63239.0,35600.0,25801.0,22298.0,24850.0,24979.0,25653.0,26379.0,30912.0,39053.0,50471.0,39062.0,22527.0,20175.0,17537.0,9765.0,3117.0,0.0,0.0,0.0,127.056431,37.610537,"돌곶이, 화랑로, 석관동, 성북구, 서울, 02773, 대한민국"
184,석계,2390.0,19082.0,40534.0,90377.0,115236.0,71559.0,55852.0,56248.0,57465.0,60408.0,57914.0,65383.0,78867.0,93781.0,122114.0,92394.0,56463.0,51838.0,44371.0,26643.0,6878.0,25.0,0.0,0.0,127.065595,37.614872,"석계, 화랑로, 석관동, 성북구, 서울, 02781, 대한민국"
185,태릉입구,167.0,14033.0,24038.0,55858.0,85679.0,56256.0,40447.0,44299.0,41054.0,42347.0,43457.0,45478.0,54266.0,66739.0,84627.0,62792.0,38410.0,36121.0,31374.0,18843.0,7429.0,1285.0,0.0,0.0,127.075397,37.618294,"태릉입구역 5번출구, 동일로, 공릉동, 노원구, 서울, 01844, 대한민국"
186,화랑대,28.0,7531.0,24310.0,70393.0,79644.0,43371.0,27955.0,27602.0,25808.0,28447.0,25215.0,29246.0,35158.0,45961.0,54568.0,42136.0,24076.0,22359.0,18186.0,11018.0,3827.0,58.0,0.0,0.0,127.084689,37.620064,"북부간선도로, 공릉1동, 노원구, 서울, 02020, 대한민국"
187,봉화산,12.0,6109.0,17793.0,56143.0,57085.0,28972.0,21036.0,18748.0,20666.0,21503.0,19774.0,21720.0,25771.0,33841.0,44409.0,36688.0,20880.0,17849.0,16393.0,9139.0,3205.0,259.0,0.0,0.0,127.091401,37.617283,"봉화산, 신내로, 신내2동, 중랑구, 서울, 02024, 대한민국"
188,신내,18.0,1742.0,6430.0,13838.0,16520.0,6919.0,4751.0,4429.0,4518.0,5180.0,4580.0,6680.0,8275.0,9733.0,12805.0,7428.0,3978.0,3371.0,3032.0,1849.0,732.0,0.0,0.0,0.0,127.102231,37.613174,"중랑공영차고지, 신내역로, 신내1동, 중랑구, 서울, 02053, 대한민국"
189,장암,3.0,1871.0,8646.0,19295.0,12735.0,6628.0,4199.0,3989.0,3968.0,3944.0,4087.0,4358.0,5233.0,5696.0,6360.0,4809.0,2880.0,1718.0,1266.0,676.0,295.0,0.0,0.0,0.0,127.053196,37.700109,"121, 동일로, 의정부시, 경기도, 11724, 대한민국"
190,도봉산,286.0,14063.0,35134.0,88316.0,90021.0,69130.0,60732.0,53190.0,55729.0,55425.0,57452.0,62775.0,67740.0,65705.0,71660.0,62854.0,36576.0,30016.0,26770.0,15648.0,5848.0,253.0,0.0,0.0,127.046509,37.689241,"964-40, 도봉로, 도봉2동, 도봉구, 서울, 01318, 대한민국"
191,수락산,62.0,10462.0,26937.0,58885.0,70931.0,47074.0,37250.0,33732.0,35841.0,35379.0,35430.0,38969.0,43622.0,50978.0,63187.0,56306.0,32979.0,27177.0,22166.0,13686.0,4566.0,0.0,0.0,0.0,127.055315,37.67785,"수락산, 지하 1662, 동일로, 상계동, 노원구, 서울, 01631, 대한민국"
192,마들,12.0,11534.0,29026.0,74217.0,80176.0,43257.0,31248.0,29808.0,32527.0,31777.0,30668.0,34685.0,38654.0,44532.0,60555.0,55792.0,31704.0,26127.0,23750.0,13867.0,4294.0,1.0,0.0,0.0,127.057675,37.66494,"마들, 동일로, 상계동, 노원구, 서울, 01631, 대한민국"
193,중계,9.0,11368.0,29457.0,82093.0,95149.0,51180.0,35267.0,34738.0,38894.0,36036.0,32021.0,38245.0,44327.0,53860.0,63838.0,56872.0,33319.0,30278.0,26937.0,14420.0,4225.0,0.0,0.0,0.0,127.064303,37.644583,"203, 동일로, 중계동, 노원구, 서울, 01768, 대한민국"
194,하계,16.0,9662.0,31814.0,88195.0,105257.0,63208.0,45589.0,44576.0,50052.0,50920.0,48298.0,53664.0,62320.0,70438.0,83763.0,70695.0,43360.0,38371.0,31949.0,18818.0,5526.0,0.0,0.0,0.0,127.06799,37.636352,"하계역, 동일로, 하계1동, 노원구, 서울, 01784, 대한민국"
195,공릉,20.0,7157.0,19403.0,50049.0,71350.0,44138.0,32097.0,29747.0,35689.0,37245.0,34357.0,37591.0,45696.0,53837.0,67407.0,50860.0,31079.0,28592.0,25730.0,15301.0,4921.0,0.0,0.0,0.0,127.072896,37.625742,"공릉역 4번 출구, 동일로, 공릉동, 노원구, 서울, 01844, 대한민국"
196,먹골,12.0,8593.0,16936.0,41878.0,64285.0,36711.0,25230.0,24553.0,26139.0,25942.0,24952.0,28483.0,33421.0,41515.0,53921.0,44121.0,26974.0,23180.0,19767.0,10994.0,3352.0,186.0,0.0,0.0,127.077725,37.610637,"묵동우체국, 895, 동일로, 묵동, 중랑구, 서울, 02102, 대한민국"
197,중화,30.0,9951.0,20105.0,46659.0,72986.0,39197.0,26434.0,25125.0,27612.0,26571.0,25854.0,29356.0,35688.0,43035.0,58200.0,44666.0,27299.0,23717.0,20772.0,11337.0,3691.0,75.0,0.0,0.0,127.079264,37.602545,"지하철7호선중화역, 동일로, 중화동, 중랑구, 서울, 02088, 대한민국"
198,상봉,958.0,20297.0,38757.0,96267.0,141864.0,80127.0,51754.0,48647.0,55237.0,56035.0,55182.0,60691.0,73328.0,92625.0,131403.0,104846.0,62999.0,53188.0,47472.0,26698.0,9665.0,48.0,0.0,0.0,127.085716,37.595577,"491, 면목로, 상봉동, 중랑구, 서울, 02098, 대한민국"
199,면목,68.0,14279.0,30653.0,67784.0,108241.0,62422.0,40943.0,34893.0,40047.0,40196.0,36823.0,44911.0,58235.0,64263.0,77231.0,66933.0,37904.0,32400.0,29626.0,15184.0,4815.0,1.0,0.0,0.0,127.087503,37.588579,"면목역 3번출구, 면목로, 면목동, 중랑구, 서울, 02219, 대한민국"
200,사가정,45.0,12872.0,29979.0,69134.0,100979.0,62000.0,41642.0,38311.0,41034.0,41962.0,40969.0,46699.0,56029.0,67943.0,89509.0,71442.0,42113.0,37276.0,30946.0,16916.0,5333.0,0.0,0.0,0.0,127.088478,37.580894,"사가정역 2번출구, 면목로, 면목3·8동, 중랑구, 서울, 02219, 대한민국"
201,용마산,3.0,5838.0,12706.0,28481.0,40767.0,23287.0,16198.0,13886.0,14551.0,14774.0,13990.0,17256.0,19540.0,23139.0,29945.0,23712.0,14252.0,13122.0,11032.0,6396.0,2144.0,0.0,0.0,0.0,127.086727,37.573647,"1426. 면목도시개발아파트 1동 앞, 용마산로, 면목동, 중랑구, 서울, 04905, 대한민국"
202,중곡,4.0,6757.0,17489.0,48347.0,77270.0,43808.0,26165.0,23480.0,25662.0,25966.0,24461.0,28221.0,36230.0,43931.0,56788.0,40996.0,24674.0,22094.0,18220.0,9042.0,3009.0,0.0,0.0,0.0,127.08432,37.565923,"중곡역, 능동로, 중곡3동, 광진구, 서울, 04921, 대한민국"
203,어린이대공원,4.0,4044.0,16059.0,40081.0,110622.0,69609.0,63093.0,59699.0,49455.0,58891.0,59344.0,54796.0,72595.0,84937.0,86703.0,52323.0,37965.0,36191.0,32668.0,19113.0,5403.0,6.0,0.0,0.0,127.074658,37.548014,"대양홀, 209, 능동로, 군자동, 광진구, 서울, 05006, 대한민국"
204,뚝섬유원지,6.0,5578.0,13624.0,28752.0,45812.0,30592.0,18845.0,17564.0,19517.0,21301.0,22037.0,25847.0,31457.0,37904.0,46020.0,32110.0,23378.0,22508.0,17780.0,8531.0,2402.0,1.0,0.0,0.0,127.066704,37.53154,"뚝섬유원지, 능동로, 자양3동, 광진구, 서울, 05096, 대한민국"
205,청담,49.0,6479.0,34664.0,72224.0,177063.0,117514.0,50977.0,39764.0,42227.0,44795.0,45729.0,52134.0,63740.0,92604.0,145816.0,70566.0,42054.0,38229.0,27828.0,9344.0,3295.0,0.0,0.0,0.0,127.05335,37.519365,"3동, 학동로, 삼성1동, 강남구, 서울, 06085, 대한민국"
206,강남구청,46.0,5577.0,26498.0,64880.0,192959.0,177880.0,80395.0,60632.0,60261.0,67650.0,68058.0,73877.0,83827.0,120529.0,195204.0,108876.0,64788.0,59125.0,44880.0,19467.0,4502.0,0.0,0.0,0.0,127.041255,37.517179,"강남구청, 선릉로, 논현동, 강남구, 서울, 06060, 대한민국"
207,학동,0.0,3607.0,30108.0,64450.0,198657.0,160831.0,68082.0,42849.0,40429.0,47619.0,49408.0,54092.0,65113.0,106866.0,190194.0,92598.0,47978.0,42787.0,30241.0,12601.0,3055.0,0.0,0.0,0.0,127.031656,37.514229,"수협, 학동로, 논현동, 강남구, 서울, 06061, 대한민국"
208,논현,6.0,3605.0,19703.0,51318.0,122532.0,108206.0,47303.0,34232.0,33695.0,37791.0,40345.0,42774.0,52115.0,85342.0,137325.0,72968.0,44338.0,46390.0,38638.0,20773.0,5411.0,0.0,0.0,0.0,127.021415,37.511093,"강남대로, 논현1동, 강남구, 서울, 06044, 대한민국"
209,반포,1.0,2627.0,14848.0,21673.0,33662.0,26058.0,16856.0,16398.0,18212.0,18431.0,18707.0,20368.0,29881.0,28148.0,30803.0,19676.0,14106.0,14155.0,10628.0,4519.0,990.0,0.0,0.0,0.0,127.011727,37.508178,"113, 신반포로, 반포동, 서초구, 서울, 06522, 대한민국"
210,내방,3.0,3755.0,18464.0,44487.0,116270.0,71394.0,36891.0,30589.0,33630.0,36278.0,35045.0,38515.0,45256.0,67090.0,107206.0,49357.0,32100.0,29527.0,22105.0,10192.0,3602.0,224.0,0.0,0.0,126.993513,37.487618,"내방, 서초대로, 방배동, 서초구, 서울, 06573, 대한민국"
211,이수,43.0,5948.0,18098.0,42484.0,89228.0,60493.0,40401.0,37498.0,40381.0,44391.0,44412.0,47557.0,55827.0,72116.0,101940.0,62225.0,43541.0,41332.0,36752.0,20223.0,5291.0,26.0,0.0,0.0,126.981605,37.485196,"이수역 8번출구, 사당로, 사당1동, 동작구, 서울, 07014, 대한민국"
212,남성,15.0,7091.0,17719.0,47034.0,75811.0,48097.0,30813.0,28135.0,28547.0,29763.0,27842.0,31495.0,36496.0,43466.0,59632.0,41101.0,27385.0,25218.0,21603.0,11956.0,3742.0,2.0,0.0,0.0,126.971251,37.484596,"남성역 2번출구, 사당로, 사당4동, 동작구, 서울, 07004, 대한민국"
213,숭실대입구,11.0,6395.0,16824.0,47459.0,84007.0,54995.0,57821.0,43936.0,39679.0,47570.0,47015.0,44043.0,61771.0,66370.0,74672.0,52454.0,35508.0,33894.0,31417.0,18854.0,5740.0,0.0,0.0,0.0,126.953822,37.496029,"숭실대입구역 2번출구, 상도로, 상도1동, 동작구, 서울, 06971, 대한민국"
214,상도,15.0,7175.0,18411.0,43530.0,74220.0,46898.0,37730.0,32333.0,36730.0,33749.0,34493.0,36035.0,44832.0,52938.0,69731.0,42208.0,30372.0,29609.0,25072.0,15676.0,4727.0,1.0,0.0,0.0,126.94791,37.502834,"상도역 1번출구, 상도로, 상도1동, 동작구, 서울, 06968, 대한민국"
215,장승배기,11.0,7815.0,16066.0,35569.0,59255.0,37098.0,25467.0,23846.0,25068.0,26207.0,24103.0,26666.0,31961.0,35679.0,49489.0,31693.0,21668.0,19656.0,16459.0,9746.0,3339.0,0.0,0.0,0.0,126.93915,37.504898,"장승배기, 상도로, 상도2동, 동작구, 서울, 06937, 대한민국"
216,신대방삼거리,32.0,11763.0,23734.0,63830.0,101193.0,61852.0,37523.0,34286.0,36986.0,36420.0,35980.0,39493.0,47642.0,57087.0,85782.0,60376.0,37928.0,35045.0,28448.0,17294.0,6232.0,0.0,0.0,0.0,126.928276,37.499701,"Ministop, 상도로, 대방동, 동작구, 서울, 07042, 대한민국"
217,보라매,12.0,6908.0,13594.0,41101.0,79995.0,38224.0,25585.0,24397.0,27619.0,28356.0,28809.0,29949.0,35028.0,45269.0,69118.0,39322.0,26337.0,23681.0,20246.0,11066.0,4069.0,42.0,0.0,0.0,126.9204355,37.5002739,"보라매, 여의대방로, 대방동, 동작구, 서울, 07360, 대한민국"
218,신풍,135.0,15262.0,22338.0,54649.0,73239.0,44137.0,28702.0,26557.0,27856.0,28218.0,26504.0,30543.0,38445.0,47603.0,61871.0,41503.0,26199.0,23682.0,21448.0,10635.0,3574.0,451.0,0.0,0.0,126.90993,37.50008,"큰맘할매 순대국-24h, 신풍로, 신길6동, 영등포구, 서울, 07430, 대한민국"
219,남구로,68.0,20170.0,24071.0,62340.0,138259.0,72598.0,34269.0,28106.0,28999.0,30126.0,27949.0,33175.0,45999.0,75666.0,109336.0,55211.0,32083.0,28895.0,21844.0,10864.0,2323.0,1.0,0.0,0.0,126.887249,37.486056,"남구로역, 도림로, 구로4동, 구로구, 서울, 08320, 대한민국"
220,가산디지털단지,2465.0,25792.0,60452.0,218523.0,594797.0,335320.0,114607.0,88609.0,95521.0,103047.0,103610.0,115168.0,154360.0,346834.0,500022.0,219323.0,123245.0,101134.0,64232.0,31247.0,6208.0,9.0,2.0,0.0,126.882656,37.480338,"우림라이온스밸리 B동 C동, 벚꽃로, 가산동, 금천구, 서울, 08511, 대한민국"
221,철산,26.0,14312.0,39108.0,105921.0,126369.0,78886.0,53810.0,49083.0,52293.0,52995.0,52026.0,56687.0,70201.0,95968.0,132962.0,94225.0,56753.0,50756.0,45083.0,25139.0,6833.0,0.0,0.0,0.0,126.867911,37.47605,"철산역, 철산로, 철산상업지구, 철산3동, 광명시, 경기도, 14238, 대한민국"
222,광명사거리,202.0,27288.0,42626.0,98096.0,119155.0,72813.0,53932.0,53546.0,58052.0,61079.0,60912.0,65687.0,77376.0,92290.0,115754.0,85528.0,50212.0,42108.0,33236.0,18579.0,5165.0,34.0,0.0,0.0,126.854876,37.479252,"광명사거리, 오리로, 광명4동, 광명시, 경기도, 14217, 대한민국"
223,천왕,12.0,9043.0,23348.0,65911.0,81155.0,42750.0,25328.0,23110.0,26625.0,26393.0,25181.0,28305.0,35991.0,44277.0,63725.0,47666.0,27100.0,22737.0,19108.0,10973.0,3209.0,241.0,1.0,0.0,126.838713,37.486637,"천왕역2번출구 엘리베이터, 오리로, 오류2동, 구로구, 서울, 08363, 대한민국"
224,온수,326.0,15984.0,34362.0,93535.0,116513.0,65625.0,39754.0,37455.0,44213.0,42355.0,40756.0,45020.0,62625.0,73065.0,91155.0,63893.0,38412.0,34933.0,29335.0,17203.0,5603.0,996.0,0.0,0.0,126.823023,37.492092,"4, 경인로3길, 수궁동, 구로구, 서울, 08360, 대한민국"
225,까치울,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.81093,37.50613,"까치울역 2번출구, 길주로, 춘의동, 부천동, 부천시, 경기도, 14478, 대한민국"
226,부천시청,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.76364,37.50444,"부천시청역 2번 출구, 길주로, 중동, 신중동, 부천시, 경기도, 14537, 대한민국"
227,암사,44.0,15872.0,34939.0,94449.0,133221.0,71191.0,41511.0,38011.0,42420.0,41659.0,40848.0,45155.0,54322.0,69469.0,97022.0,74264.0,43815.0,35007.0,33636.0,16561.0,4836.0,671.0,0.0,0.0,127.127562,37.55021,"암사역 1번출구, 올림픽로, 암사1동, 강동구, 서울, 05242, 대한민국"
228,강동구청,15.0,5970.0,17147.0,47511.0,78283.0,40359.0,26272.0,24045.0,24854.0,26534.0,26059.0,28719.0,34874.0,43979.0,65835.0,36854.0,23847.0,22080.0,17971.0,8549.0,2751.0,0.0,0.0,0.0,127.120508,37.530341,"강동구청역 4번출구, 올림픽로, 성내1동, 송파구, 서울, 05520, 대한민국"
229,몽촌토성,0.0,3061.0,11206.0,21875.0,44445.0,26916.0,16937.0,16777.0,17072.0,17878.0,17979.0,19763.0,24409.0,30123.0,39612.0,22403.0,14871.0,14347.0,11125.0,5341.0,1688.0,0.0,0.0,0.0,127.112359,37.517409,"몽촌토성, 올림픽로, 행정동, 송파구, 서울, 05543, 대한민국"
230,석촌,1.0,7127.0,21046.0,55837.0,92539.0,69598.0,45016.0,43238.0,47844.0,49370.0,47284.0,50415.0,59805.0,76010.0,98875.0,66509.0,44913.0,43148.0,37015.0,18272.0,5538.0,70.0,0.0,0.0,127.10704,37.505208,"석촌, 송파대로, 석촌동, 송파구, 서울, 05616, 대한민국"
231,송파,9.0,3639.0,14382.0,38862.0,55366.0,31807.0,23371.0,21385.0,23473.0,24879.0,23445.0,27246.0,32446.0,36669.0,47648.0,33132.0,19463.0,17852.0,15110.0,7560.0,2082.0,183.0,0.0,0.0,127.112183,37.499703,"송파, 송파대로, 가락1동, 송파구, 서울, 05668, 대한민국"
